event_log_index,block_number,transaction_hash,asset_in,asset_out,from,to,amount_out,amount_in,protocol,metadata
17,21519356,0xef44f7c003dc38d866b7400d1412ae83a33604b8bad563284a7c8a89f9fb4adf,0xb12907dcd65e09871bbd6f1659436f3be310af65,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,49424811282548129792,165685291963,UniswapV2,"{""tick"":195094,""liquidity"":""540328965203037572"",""squareRootPriceX96"":""1.364840357683607091521375141249814e+33""}"
32,21519356,0x14b58123008cb03d4ca02ab43baf59c40d67214d20d4fd3133cb46af359d020e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb12907dcd65e09871bbd6f1659436f3be310af65,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,165704698277,49424809092114808832,UniswapV2,"{""tick"":195196,""liquidity"":""540328965203037572"",""squareRootPriceX96"":""1.37187012668726231904700759598013e+33""}"
34,21519357,0xfbf0daddc2592002674b5f8d5266c305f3a1d1892bb71797d0e5fd179d7ca563,0x553afe6468949e0685959022217336717df5fbe8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,50983200001,15294116687300875356,UniswapV2,"{""tick"":-195216,""liquidity"":""613936577476998701"",""squareRootPriceX96"":""4.571309464420016282173536e+24""}"
45,21519357,0x86d819360041a341843b71d88a2b6b66a26df748d508c798460477e98ec02bd2,0x553afe6468949e0685959022217336717df5fbe8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,50983200001,15294116687300875356,UniswapV2,"{""tick"":-195216,""liquidity"":""613936577476998701"",""squareRootPriceX96"":""4.571309464420016282173536e+24""}"
60,21519357,0xcd89a41162bd6e90eaf9952e6e99f386cba57ffa18c5f8191601a6dcb0aabe27,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x553afe6468949e0685959022217336717df5fbe8,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,15324642605796861295,51075198734,UniswapV2,"{""tick"":-195191,""liquidity"":""613936577476998701"",""squareRootPriceX96"":""4.576985107242595998916335e+24""}"
67,21519357,0xcd89a41162bd6e90eaf9952e6e99f386cba57ffa18c5f8191601a6dcb0aabe27,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x553afe6468949e0685959022217336717df5fbe8,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,27563773296377857,91998990,UniswapV2,"{""tick"":-195191,""liquidity"":""613936577476998701"",""squareRootPriceX96"":""4.576996978472116719209769e+24""}"
38,21519357,0xfbf0daddc2592002674b5f8d5266c305f3a1d1892bb71797d0e5fd179d7ca563,0xea7b7dc089c9a4a916b5a7a37617f59fd54e37e4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,30027554127996608854292955136,250390687776768000,UniswapV2,null
55,21519357,0xebd09b9ae068c6a54b17fc99eb8ddc4514f95c8502230331dc12a85ae1924bab,0xea7b7dc089c9a4a916b5a7a37617f59fd54e37e4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,30027554127996608854292955136,250390687776768000,UniswapV2,null
71,21519357,0xcd89a41162bd6e90eaf9952e6e99f386cba57ffa18c5f8191601a6dcb0aabe27,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xea7b7dc089c9a4a916b5a7a37617f59fd54e37e4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,251063202345910272,30027554109549864780583403520,UniswapV2,null
42,21519358,0xd424e926498aedc9787084d4fb5c3bb422db4c6633917f8581f12b6cc763af9b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,7749232255068903444214,268725484320194560,UniswapV2,"{""tick"":-102461,""liquidity"":""1.697021130813413207376e+21"",""squareRootPriceX96"":""4.72152699388088769118625719e+26""}"
46,21519358,0xbbfac223fb7ed838520ea14e81ce48a3bd21b08cec2674920d19f74377db4197,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,7749232255068903444214,268725484320194560,UniswapV2,"{""tick"":-102461,""liquidity"":""1.697021130813413207376e+21"",""squareRootPriceX96"":""4.72152699388088769118625719e+26""}"
51,21519358,0xf0c8bf41f2d7df54903808c959f2eea4c18e10411d479f69ad53f944daa3452e,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,270264096224444416,7749230975966396305800,UniswapV2,"{""tick"":-102882,""liquidity"":""1.697021130813413207376e+21"",""squareRootPriceX96"":""4.62327778087405822673065535e+26""}"
3,21519359,0x2daf25958d88c9d0c145ad3b984de8121e5174e2cdb341bcd85915c351843976,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5200b34e6a519f289f5258de4554ebd3db12e822,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,187733106407505920,303874719482904576,UniswapV2,null
26,21519359,0x623c19b3b99f7d4207a3c0a9dbf49a9ae4b1a0896cd87184219903d91e939d29,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5200b34e6a519f289f5258de4554ebd3db12e822,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,187733106407505920,303874719482904576,UniswapV2,null
49,21519359,0x1bef5b228baca4458a013fc9b4b79d6f37a3641dd8baa3f8a98611644fc01a2a,0x5200b34e6a519f289f5258de4554ebd3db12e822,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,310840168594538496,187733102112538624,UniswapV2,null
18,21519359,0x2daf25958d88c9d0c145ad3b984de8121e5174e2cdb341bcd85915c351843976,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,108250001685639856128,15986523392442368,UniswapV2,null
36,21519359,0x7b3fd5c50a68f54295e5438acc634281d765922ae16d55795df67ba19cb46eef,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,108250001685639856128,15986523392442368,UniswapV2,null
53,21519359,0x1bef5b228baca4458a013fc9b4b79d6f37a3641dd8baa3f8a98611644fc01a2a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,17282710145859584,108250000586128228352,UniswapV2,null
21,21519359,0x2daf25958d88c9d0c145ad3b984de8121e5174e2cdb341bcd85915c351843976,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,11699922582569064857601,177906384295235242,UniswapV2,"{""tick"":110872,""liquidity"":""4.497463098739713016659e+21"",""squareRootPriceX96"":""2.0245488190578161992214999083523e+31""}"
42,21519359,0xa229c87780247ad86132ce8bb85f6bf3dfb98d5592321460086372e0b04c8ca7,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,11699922582569064857601,177906384295235242,UniswapV2,"{""tick"":110872,""liquidity"":""4.497463098739713016659e+21"",""squareRootPriceX96"":""2.0245488190578161992214999083523e+31""}"
56,21519359,0x1bef5b228baca4458a013fc9b4b79d6f37a3641dd8baa3f8a98611644fc01a2a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,178827399512092766,11699922301094088146944,UniswapV2,"{""tick"":110963,""liquidity"":""4.497463098739713016659e+21"",""squareRootPriceX96"":""2.0337931739432626950230620064175e+31""}"
2,21519360,0x6f6f33af4304964ecef69add85787b638c02a71330997d67f75353103f8c634b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb23d80f5fefcddaa212212f028021b41ded428cf,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,2769847191124278103779,11260919026181734400,UniswapV2,"{""tick"":-55021,""liquidity"":""2.7298524975287229185874e+22"",""squareRootPriceX96"":""5.060447391413486301532690672e+27""}"
11,21519360,0xba1440b6cd46b58dad7f535fa3234a3a9af639caa2dc4599bb2acce119d2aa38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb23d80f5fefcddaa212212f028021b41ded428cf,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,2769847191124278103779,11260919026181734400,UniswapV2,"{""tick"":-55021,""liquidity"":""2.7298524975287229185874e+22"",""squareRootPriceX96"":""5.060447391413486301532690672e+27""}"
26,21519360,0x1d590f4c05b3845d87263479a356eceac606d05c548c36d10dccbf0ce3961708,0xb23d80f5fefcddaa212212f028021b41ded428cf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1602864194091220993,394431461504246884518,UniswapV2,"{""tick"":-55039,""liquidity"":""2.7298524975287229185874e+22"",""squareRootPriceX96"":""5.05585820400448660170365079e+27""}"
3,21519362,0xee75684644146104e8958ed7f10ab26f85fbfd740baf6b75c0116b32a9c7db8c,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,104431221880513363968,16771953238999040,UniswapV2,null
16,21519362,0x52de9dd73037647d850817f6e1e9ff2a8e195a9ad92a1a85f91e8c4f89625c5a,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,104431221880513363968,16771953238999040,UniswapV2,null
22,21519362,0xf4e302598c205e956a11ccf276fe8174a0b773a9342172fd7633505a11116d7a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,18549292310462464,104431220781001736192,UniswapV2,null
172,21519363,0x8bd2bcba15b7335628afeef52fe5525b35e366dd885a7bd608e13144312cc4f4,0x553afe6468949e0685959022217336717df5fbe8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,177315312897,53367964365028517972,UniswapV2,"{""tick"":-195285,""liquidity"":""613936928547403184"",""squareRootPriceX96"":""4.555608434761736548867487e+24""}"
194,21519363,0xb4e892ad3cf478e230baf326e5a7212ca6ca482a1bfefec3c82132a7088615ae,0x553afe6468949e0685959022217336717df5fbe8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,177315312897,53367964365028517972,UniswapV2,"{""tick"":-195285,""liquidity"":""613936928547403184"",""squareRootPriceX96"":""4.555608434761736548867487e+24""}"
211,21519363,0x49c490a83d2637f07206fac23e02d492f02ec858b1e102d825346fb5bf2395d4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x553afe6468949e0685959022217336717df5fbe8,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,53369429140506800315,177315312640,UniswapV2,"{""tick"":-195187,""liquidity"":""661256721313566745"",""squareRootPriceX96"":""4.577909520608842635417534e+24""}"
3,21519369,0x8ed652d6b7134af9f48243ac95a788fa446d04dc5932cb189525d0aa6c5c0ca7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x77f9cf0bd8c500cffdf420e72343893aecc2ec0b,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,4484188303049172175929999360,419433269021376512,UniswapV2,null
21,21519369,0x7a7666b988a1161110548bddf030086a9aab844ffb2a3950ace0ae051ac2d0f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x77f9cf0bd8c500cffdf420e72343893aecc2ec0b,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,4484188303049172175929999360,419433269021376512,UniswapV2,null
26,21519369,0xa8c4a78075602c1ed5e625ebe0d21499ad0609d03c3f22ded21e3963d6d0da15,0x77f9cf0bd8c500cffdf420e72343893aecc2ec0b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,421027419147730944,4484188284602428102220447744,UniswapV2,null
3,21519370,0x41bf2ea173f4a97433270b39625390d9a24fa70d5ed50257c596be51734be1d3,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x00000000a991c429ee2ec6df19d40fe0c80088b8,5790925433356681216000,598933331161120768,SushiSwap,null
10,21519370,0x14963b9f917a95488f2b27c1db2630a297f0aa59b2dc527d3eec86cb7f93d9d8,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x00000000a991c429ee2ec6df19d40fe0c80088b8,5790925433356681216000,598933331161120768,SushiSwap,null
16,21519370,0x588af0dfd853827ecfd49678d4457641f774007e4ae60b912440311f81a10c16,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x00000000a991c429ee2ec6df19d40fe0c80088b8,638254048813776896,5790925151881704505344,SushiSwap,null
56,21519370,0x4f38fbc80ec7d37d2fc788a7d5452980db152885d6000aa0fa7492e09978191a,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,216131786375168,11086423172055040,UniswapV2,null
61,21519370,0xd38e821687f514dd0724f697908bea847e1871bcb4dbf1e9a1b1023269d8d1fa,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,216131786375168,11086423172055040,UniswapV2,null
66,21519370,0x964069ab42df2674ba43ea26563090c47ecd46513d0196bfd46ea34f75a1b2c0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,12676557503987712,216131786309632,UniswapV2,null
184,21519374,0x3c5cb0cb950e1bca5da6bbf450f39ce66e4b8dddd6754c55fd119bdf3669c005,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x221657776846890989a759ba2973e427dff5c9bb,0x000000d40b595b94918a28b27d1e2c66f43a51d3,0x000000d40b595b94918a28b27d1e2c66f43a51d3,25892518843383808,101690168836096,UniswapV2,null
189,21519374,0x1b125f0196e91895be4ae52690dd0dc9b8acfe5e9d356b7ee5cbd8203eb0762e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x221657776846890989a759ba2973e427dff5c9bb,0x000000d40b595b94918a28b27d1e2c66f43a51d3,0x000000d40b595b94918a28b27d1e2c66f43a51d3,25892518843383808,101690168836096,UniswapV2,null
195,21519374,0x65bfbde24905278bc53faffcaae92001cf9001ff9bd4c9031d374aed564af658,0x221657776846890989a759ba2973e427dff5c9bb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x000000d40b595b94918a28b27d1e2c66f43a51d3,0x000000d40b595b94918a28b27d1e2c66f43a51d3,101690168770560,22403778565111808,UniswapV2,null
3,21519379,0xaaf32b0587b7efe88b31dd5c316f3f2f7810818a9c8814c35ca421384946a25b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x009c1be34e50826f537f969e2a6f5236494e73da,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1690074293012004864,394503668105216,UniswapV2,null
8,21519379,0x5010e691e2542738f456b694f9157bff1f330d68e38aa97d6d358d9fba5c421e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x009c1be34e50826f537f969e2a6f5236494e73da,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1690074293012004864,394503668105216,UniswapV2,null
14,21519379,0x7f7675f813af38f9a9b5c3cc82258763e617eed3a221ef173716249e1d37dafc,0x009c1be34e50826f537f969e2a6f5236494e73da,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,394601428942848,1662628425493381120,UniswapV2,null
46,21519388,0x092b2b7775ba309bace947a52cf596c9610afc112e53e40caa8ee2d6eebd219b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x009c1be34e50826f537f969e2a6f5236494e73da,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,142879525498257408,32637174939648,UniswapV2,null
51,21519388,0xc6068d9ce7a08c55031f32932c4525ec68d9731e70611ff1849afd2a6781dc02,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x009c1be34e50826f537f969e2a6f5236494e73da,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,142879525498257408,32637174939648,UniswapV2,null
57,21519388,0xd647f5b013469bc7e688d79e66852f04a9eb2b32ef96a675e13ad6379c5bb69c,0x009c1be34e50826f537f969e2a6f5236494e73da,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,32639424790528,141570720114147328,UniswapV2,null
3,21519389,0x8048eb1eaf89275e45c32e6d3201fc64e5451c68cd8ae907be2b75753b196207,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,241301819433680896,2254344715811107635200,SushiSwap,null
8,21519389,0x8c0199dfdeba6ede446ea6c592e38b5ab4e8c9af09fb9f97ba358ea8694aa23c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,241301819433680896,2254344715811107635200,SushiSwap,null
12,21519389,0x6c64a2bf2feae3c90c96d7081d4ac4c21ca56d03cb958ff563c2a37944ae9493,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,2254552525707780554752,239151513992167424,SushiSwap,null
16,21519392,0xd0da9395fa7cc1acafef5e95cc75d11ae47ada66b4ec3de4084d8f808792b239,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3187cfaa1247092067013ceb8f14e47cc0c7a3d8,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,88255646617323962368,50091701380841472,UniswapV2,null
21,21519392,0x144fd729732fdae36ba54f6b0c2e11e81e680b8e993b2ee789e46a88401d50ef,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3187cfaa1247092067013ceb8f14e47cc0c7a3d8,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,88255646617323962368,50091701380841472,UniswapV2,null
27,21519392,0x955b936ae51756a1538d1b586645146d17fd7eb31c5b65ea2d598ac0fe9ada45,0x3187cfaa1247092067013ceb8f14e47cc0c7a3d8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,55996362289840128,88255645517812334592,UniswapV2,null
11,21519398,0xc855ba21c4e12c5534353c7afcf92df7772544164e4c38645d3606325cc82b4c,0x6908e72facfa82a700fcfd3ef5311f1e7bf66279,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1018279955055771648,23095657380184064,UniswapV2,null
17,21519398,0x4713cfb971bad43c2ea1371d508b13b77059d3ef12dfef9cc2dade22092f29d9,0x6908e72facfa82a700fcfd3ef5311f1e7bf66279,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1018279955055771648,23095657380184064,UniswapV2,null
23,21519398,0x66eedf6403b5839261e9634c9e6f2e54cf86cdd59343d5d85f53224740b0ce0a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6908e72facfa82a700fcfd3ef5311f1e7bf66279,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,23097159830208512,1013481793686339584,UniswapV2,null
3,21519399,0x2a2a3ed3aef0c0a7b73e9e7dc96f32653b68f6a01b433b09d2d83799bc8956fa,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8abb7c18d713a477d345d92fcfccf26c1d971009,0x8af9ca49688e52787f31742dc259002148efaa62,0x8af9ca49688e52787f31742dc259002148efaa62,146035045329115545600,104314087575388160,UniswapV2,null
9,21519399,0x1b3160142b1b49d6579c6221a3aee8d77788535421dcb16dd97b681d9b900510,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8abb7c18d713a477d345d92fcfccf26c1d971009,0x8af9ca49688e52787f31742dc259002148efaa62,0x8af9ca49688e52787f31742dc259002148efaa62,146035045329115545600,104314087575388160,UniswapV2,null
14,21519399,0x667a9fb08ef2890113a53f69b4ae08b267419e4d1d2800ad6eea274e6d0b352a,0x8abb7c18d713a477d345d92fcfccf26c1d971009,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8af9ca49688e52787f31742dc259002148efaa62,0x8af9ca49688e52787f31742dc259002148efaa62,105394761476603904,146035045329115545600,UniswapV2,null
113,21519400,0xc9879c414094791a91a288bfa39c4052ff94901f0fc08d0fe0cdcbc90d1af9df,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,110478625993234841600,15890564880793600,UniswapV2,null
118,21519400,0x875773af47fbe9f67951a0d6be5bd9259266773416691ae730a5e99218aa0b60,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,110478625993234841600,15890564880793600,UniswapV2,null
124,21519400,0xbcc1b38dd573dd0a38af9585aca7e57241c109203ca6f0998667ebbeb0995ea5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,17623446745776128,110478624893723213824,UniswapV2,null
2,21519401,0xe23f82774bf2b7f02246b8a12f5bdc4dd35ba8af501e2386ff232c0748ddeada,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xce6b17c16df188fa721632b770a2ee5530589716,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,2111713893343559681,2063019430185653852876451,UniswapV2,"{""tick"":-138125,""liquidity"":""9.6043576694014412496564e+22"",""squareRootPriceX96"":""7.937604171629332345111808e+25""}"
14,21519401,0x6db6fe2aac7afc4d26273065e179c64b249618494135f82f999c1dda1b2d93e5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xce6b17c16df188fa721632b770a2ee5530589716,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,2111713893343559681,2063019430185653852876451,UniswapV2,"{""tick"":-138125,""liquidity"":""9.6043576694014412496564e+22"",""squareRootPriceX96"":""7.937604171629332345111808e+25""}"
30,21519401,0x194d2b92eeb0cb46bb01a74e490155cd5e9985bc5816a0f22f65e421b1a5db52,0xce6b17c16df188fa721632b770a2ee5530589716,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1638344837370989844368200,1676638971888664576,UniswapV2,"{""tick"":-137772,""liquidity"":""7.8767467752749794662589e+22"",""squareRootPriceX96"":""8.0789375155350943559332415e+25""}"
